Ecossistema;Cidade;Link;Estágio de Maturidade;Modelo de Negócio;Segmento;Vertical;Público-alvo;Startup;Ambiente de Inovação
Metropolitana e Litoral Norte;Porto Alegre;https://ecodash.lojavirtualnuvem.com.br/;Validação;Não Informado;Comércio e Varejo;FashionTech;B2C;Ecodash;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.ecommnaveia.com/;Validação;Não Informado;Serviços;RetailTech;B2B e B2C;Ecommerce na Veia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Crescimento;SaaS;Marketing e Publicidade;MarTech;B2B e B2C;E-conecta;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/ecosanipets/;Ideação;Não Informado;Meio Ambiente e Sustentabilidade;PetTech;B2B e B2C;ECOSANIPETS Produtos Sustentáveis Ecológicos;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;;Ideação;Outros;Pesquisa;BioTech;B2B;Ecosynth;IECBIOT UFRGS
Metropolitana e Litoral Norte;Gravataí;https://www.instagram.com/omilionarioia/;Ideação;SaaS;IA (Inteligência Artificial);EdTech;B2B e B2C;Educação com Inteligência Artificial;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Pay-per-use;Educação e Ensino;EdTech;B2B2C;EduConnect Trips;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://edufy.com.br/;Validação;Não Informado;Software e Cloud;EdTech;B2B;EduFy;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://edukaluz.com.br;Crescimento;SaaS;IA (Inteligência Artificial);HealthTech;B2B2C;Edukaluz;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://efcss.com.br/;Ideação;Outros;IoT (Internet das Coisas);Smart City;B2B;EFC SMART SOLUTIONS LTDA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://efetiva.cnt.br/wp/;Validação;Assinatura;Financeiro;FinTech;B2B;Efetiva Portal;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://efexhub.com.br/;Validação;Custo por Aquisição;Financeiro;FinTech;B2B;efexHub;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.ehdoc.com.br/;Crescimento;Não Informado;Não Informado;HealthTech;Não Informado;EHDOC TELEHEALTH;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.savefarm.com.br/;Crescimento;Custo por Aquisição;Agronegócio;AgTech;B2C;Eirene Solutions;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;;Não Informado;Não Informado;Meio Ambiente e Sustentabilidade;GreenTech;B2B;ELEGY;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://elevagro.com;Crescimento;Assinatura;Educação e Ensino;AgTech;B2B;ELEVAGRO;NÃO INFORMADO
Metropolitana e Litoral Norte;Esteio;https://elevenp.com.br/;Não Informado;Não Informado;RH e Coaching;HRTech;B2B;ELEVEN;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Canoas;https://ellalidera.com.br/;Ideação;Não Informado;Educação e Ensino;EdTech;B2C;Ella Lidera;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://elysios.com.br/;Crescimento;Assinatura;Agronegócio;AgTech;B2B;Elysios;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;https://www.e-myspace.com.br;Validação;SaaS;Serviços;PropTech;B2B2C;E-My Space;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.energiadascoisas.com.br/;Crescimento;SaaS;Energia;EnergyTech;B2B;Energia das Coisas;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://entertechedu.com/;Não Informado;SaaS;Educação e Ensino;EdTech;B2B e B2C;ENTER TECH EDU;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.epigenica.com.br/;Validação;Outros;Saúde e Bem-Estar;BioTech;B2B e B2C;Epigenica Biosciences;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Xangri-Lá;https://www.esgaction.com.br/;Validação;Não Informado;Gestão de Negócios e Projetos;Inovação Social;B2B;ESG action;PLATAFORMA
Metropolitana e Litoral Norte;Taquara;https://www.esgnow.co/;Crescimento;Assinatura;Meio Ambiente e Sustentabilidade;EsgTech;B2B;ESG Now;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://essenciasdoedenn.lojavirtualnuvem.com.br/;Ideação;Não Informado;Alimentos e Bebidas;Foodtech;B2B;Essências do Éden;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://eurekka.me/;Escala;Não Informado;Saúde e Bem-Estar;HealthTech;B2B e B2C;Eurekka;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/evo-deeptech/;Crescimento;SaaS;Pesquisa;DeepTech;B2B2C;EVO;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;SaaS;Outros;ITTech;B2B;Evolux360;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.exactorsindicos.com/;Escala;SaaS;Construção Civil;PropTech;B2B2C;Exactor Sindicos Profissionais Ltda;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://expermed.com.br/;Não Informado;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;ExperMed;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.ezdocs.com.br/;Validação;Não Informado;Jurídico;LawTech;B2B;EZDocs;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://ezenplo.com/;Ideação;Custo por Aquisição;Saúde e Bem-Estar;Inovação Social;B2B;eZenplo;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;;Ideação;Outros;Educação e Ensino;EdTech;B2B e B2C;Ezmaker;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.f22.com.br/;Ideação;Não Informado;Software e Cloud;ITTech;B2C;F22 Tech Factory;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.instagram.com/faba.alimentos/;Crescimento;Não Informado;Alimentos e Bebidas;Foodtech;B2B e B2C;FABA;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.falacidadaoapp.com.br/;Crescimento;Assinatura;Software e Cloud;LegalTech;B2B e B2G;Fala Cidadão;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://faladoc.ai;Validação;SaaS;Saúde e Bem-Estar;HealthTech;B2B2C;Faladoc.ai;TECNOPUC
Metropolitana e Litoral Norte;Novo Hamburgo;https://fastrobot.com.br/;Validação;Pay-per-use;Construção Civil;ConstruTech;B2B2C;Fast Robot;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;;Ideação;Não Informado;Não Informado;Não Informado;Não Informado;Fatura Cliente;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.fazperformance.com.br/;Crescimento;SaaS;Marketing e Publicidade;Inovação Social;B2B;Faz Performance;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.fazcomex.com.br/;Não Informado;Não Informado;Logística;LogTech;B2B;FAZCOMEX;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.fazgame.com.br/;Crescimento;Outros;Educação e Ensino;EdTech;B2B;FazGame;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;;Validação;Não Informado;Não Informado;Não Informado;Não Informado;Feedstok Solutions;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://feminidriver.com.br/;Validação;Não Informado;Mobilidade;MobTech;B2B2C;Femini Driver;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Não Informado;Software e Cloud;SalesTech;B2B2C;FIDELIZOU.ME;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/fiero.app/?igsh=aHptNzl0YnNubWg3;Validação;Custo por Aquisição;TI (Tecnologia da Informação);ITTech;B2B2C;Fiero;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.fightanalytics.cc/pt;Ideação;Não Informado;Software e Cloud;SportsTech;B2B2C;Fight Analytics;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.finor.tech/;Escala;Outros;Financeiro;FinTech;B2B;Finor;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;https://fkbpo.com/;Crescimento;Economia de Recorrência;Financeiro;FinTech;B2B;FK BPO e Consultoria Financeira;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.flighthelpbrasil.com/;Validação;Não Informado;Software e Cloud;ITTech;B2B;Flight Help Brasil;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.flokisys.com/;Validação;Não Informado;Software e Cloud;ITTech;B2B e B2C;FlokiSys;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://florencehealth.com.br/;Validação;Assinatura;IA (Inteligência Artificial);HealthTech;B2C;Florence;STARTS-HCPA
Metropolitana e Litoral Norte;Porto Alegre;https://flower.education/;Crescimento;SaaS;Educação e Ensino;EdTech;B2B e B2C;Flower;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.focu.com.br/;Validação;SaaS;Indústria 4.0;SecurityTech;B2B2C;Focu Conexões Inteligentes;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://fokvs.com.br/;Validação;Assinatura;Educação e Ensino;EdTech;B2B e B2C;Fokvs;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/formula3d/?originalSubdomain=br;Crescimento;Não Informado;Saúde e Bem-Estar;DeepTech;B2B;Formula 3D;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.fourge.com.br/;Escala;Não Informado;Consultorias e Treinamentos;HRTech;B2B;Fourge;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://freshorganicos.com.br/;Validação;Assinatura;Comércio e Varejo;Foodtech;B2B e B2C;Freh organicos;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://fusiona.com.br/;Validação;Não Informado;Biotecnologia;BioTech;B2C;Fusiona Biotecnologia Ltda.;IECBIOT UFRGS
Metropolitana e Litoral Norte;São Leopoldo;https://gabster.com.br/;Crescimento;SaaS;Comércio e Varejo;ConstruTech;B2B;Gabster;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://gcondo.com.br/;Não Informado;Não Informado;Software e Cloud;ITTech;B2B e B2C;GCONDO;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://gelb.com.br/;Crescimento;Transação;Comércio e Varejo;RetailTech;B2B;Gelb Micromarket;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/fugereurbemtbt?igsh=ZmV1OGo4MjExNnZ1;Crescimento;Transação;Turismo e Lazer;TurisTech;B2B2C;Generatur;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://genial.ly/pt-br/;Validação;Transação;Software e Cloud;ITTech;B2B;Genially;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://genisdna.com.br/;Validação;Custo por Aquisição;Saúde e Bem-Estar;HealthTech;B2B2C;Genis;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;https://www.geniustecnologia.com/;Validação;Não Informado;Software e Cloud;ITTech;B2B e B2C;GEniUS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.engenhariadeaprendizagem.com.br/;Crescimento;Não Informado;Educação e Ensino;EdTech;B2B;GeoStein;NÃO INFORMADO
Metropolitana e Litoral Norte;Glorinha;https://gestalkconecta.com.br/;Crescimento;SaaS;Acessibilidade e Inclusão;Inovação Social;B2B;GESTALK TECNOLOGIA PARA INCLUSÃO SOCIAL LTDA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://getmo.com.br/;Validação;Não Informado;Software e Cloud;MarTech;B2B e B2C;Getmo;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.girolend.com.br/;Ideação;Transação;Financeiro;AgTech;P2P;GiroLend LTDA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://gohusky.net/;Validação;Assinatura;Logística;Foodtech;B2B e B2C;Go Husky;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://goenglish.com.br/;Validação;Transação;Educação e Ensino;EdTech;B2B e B2C;GO! ENGLISH;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://goclin.com/inicio/;Crescimento;SaaS;Saúde e Bem-Estar;HealthTech;B2B e B2C;Goclin;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://goulmi.com/about.php;Validação;Assinatura;Customer Service;MarTech;B2B;Goulmi;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://govtools.app/;Validação;Assinatura;TI (Tecnologia da Informação);GovTech;B2B e B2G;GovTools;VENTIUR
Metropolitana e Litoral Norte;Novo Hamburgo;https://goyalab.com.br/;Validação;Transação;Agronegócio;AgTech;B2B;Goya;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.gpx.app.br;Crescimento;SaaS;Software e Cloud;GovTech;B2B;gpx sistemas;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.grana.ai/;Validação;Serviços Baseados em Taxas;Financeiro;FinTech;B2B;Grana AI;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.grano.app/;Validação;Assinatura;Agronegócio;AgTech;B2B;Grano;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.grazing.com.br/;Validação;SaaS;Agronegócio;AgTech;B2B2C;Grazing;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.greenthinking.com.br/;Crescimento;SaaS;Meio Ambiente e Sustentabilidade;EdTech;B2B e B2G;Green Thinking;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://www.instagram.com/greenclub.eco/;Validação;Negócio Socioambiental;Meio Ambiente e Sustentabilidade;EsgTech;B2G;GREENCLUB;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;http://www.greenmotor.ai/;Crescimento;Outros;IA (Inteligência Artificial);ITTech;B2B;GREENMOTOR;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.grilomobilidade.com/;Não Informado;Não Informado;Mobilidade;AutoTech;B2B;Grilo Mobilidade e Tecnologia;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://marketing.4all.com/ground;Crescimento;Assinatura;Esportes;MarTech;B2B2C;Ground;TECNOPUC
Metropolitana e Litoral Norte;Campo Bom;https://www.growdev.com.br/;Crescimento;Outros;Educação e Ensino;EdTech;B2B e B2C;Growdev Tecnologia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.grupomyhouse.com.br/;Validação;Não Informado;Educação e Ensino;Funtech;B2C;Grupo My House;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.gruporph.com.br/sobre-nos/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Grupo RPH;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://www.stakecare.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2C;GRUPO STAKECARE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mudamuda.com.br/empresas-de-mudancas/rs/porto-alegre;Validação;Não Informado;Logística;LogTech;B2B;Guia Muda Muda;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://www.gwabrasil.com/;Crescimento;Economia Circular;Meio Ambiente e Sustentabilidade;CleanTech;B2B2C;GWA - Green Way for Automotive;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Portão;https://www.plasticoshanisch.com.br/;Validação;Transação;Saúde e Bem-Estar;HealthTech;B2C;Hanish Medical;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.herhealth.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2C;HEALTH ENGINEERING;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.clichealthid.com/;Não Informado;Transação;Saúde e Bem-Estar;HealthTech;B2B;Health ID;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.healthplay.pro;Crescimento;SaaS;Educação e Ensino;IA (Inteligência Artificial);B2B;HealthPlay;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.helpbell.com.br/;Crescimento;SaaS;Saúde e Bem-Estar;HealthTech;B2B;Helpbell;VENTIUR
Metropolitana e Litoral Norte;Canoas;https://www.linkedin.com/company/helplit/?originalSubdomain=br;Validação;SaaS;Educação e Ensino;EdTech;B2B;Helplit Tecnologia em Educação Ltda;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://hero-automation.com/;Crescimento;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;HERO Industrial Automation;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.linkedin.com/company/high-level-software---sap/?originalSubdomain=br;Crescimento;Não Informado;Software e Cloud;ITTech;B2B e B2C;HIGH LEVEL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.hopeful.pro/;Validação;Custo por Aquisição;Educação e Ensino;EdTech;B2B e B2G;Hopeful;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://hortti.com.br/;Validação;Custo por Aquisição;Indústria 4.0;AgTech;B2B e B2C;Hortti;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://howai.tech/;Crescimento;SaaS;Pesquisa;HealthTech;B2B;How.ai;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.hub4skills.com.br/;Crescimento;Não Informado;RH e Coaching;HRTech;B2B e B2C;Hub4skill;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.hubchannel.com.br/;Validação;Não Informado;Marketing e Publicidade;EdTech;B2C;Hubchannel;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/_hubrh/;Validação;Assinatura;Outros;Buyable Startup;B2B2C;Hubrh;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://hulpi.co/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Hulpi;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://humancarebrasil.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2C;HUMAN CARE BRASIL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.carfinder.tech/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;HunterCar;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.instagram.com/startuphurben/;Ideação;Outros;TI (Tecnologia da Informação);ITTech;B2C;Hurben;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://gohusky.net/;Validação;SaaS;Logística;LogTech;B2B;Husky;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;https://www.huttech.org/;Crescimento;Não Informado;Biotecnologia;HealthTech;B2B;HUTTECH;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.hygiasaude.com.br;Validação;SaaS;Saúde e Bem-Estar;HealthTech;B2B2C;Hygia;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://hypervisual.com.br/;Crescimento;Não Informado;Software e Cloud;Inovação Social;B2C;Hypervisual;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://hyven.tech/;Validação;Não Informado;Construção Civil;ConstruTech;B2B e B2G;Hyven;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.hyxxon.com/;Ideação;Não Informado;Energia;EnergyTech;B2B;Hyxxon Energia;HESTIA UFRGS
Metropolitana e Litoral Norte;Porto Alegre;http://www.i9access.com.br/;Crescimento;Assinatura;Saúde e Bem-Estar;EdTech;B2B;i9access;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://iarahealth.com/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;Iara Health;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.ibi.art.br/ibiama-repo/;Crescimento;SaaS;Educação e Ensino;VR/AR Tech;B2B2C;Ibiama;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.icybersec.com/;Validação;Não Informado;Software e Cloud;CyberSecurity;B2B;ICYBERSEC;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.ideiaavista.com/;Validação;Licenciamento;Indústria 4.0;GameTech;B2B2C;Ideia à vista;TECNOPUC
Metropolitana e Litoral Norte;Canoas;https://www.idiomus.com;Crescimento;Não Informado;Educação e Ensino;EdTech;B2B;IDIOMUS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://igapo.net/;Crescimento;Custo por Aquisição;Meio Ambiente e Sustentabilidade;GreenTech;B2B;Igapó;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Não Informado;Construção Civil;ConstruTech;B2B;iGcon - Inovação na Gestão da Construção;HESTIA UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://igoaltecnologia.com/;Validação;Não Informado;IoT (Internet das Coisas);ITTech;B2C;IGOAL TECNOLOGIA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;IILEX SISTEMAS INTEGRADOS;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://ilite.com.br/;Validação;Assinatura;Financeiro;FinTech;B2B;i-lite ERP 360;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://indatadigital.com.br/;Validação;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;inData;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.indusmart.com.br/;Crescimento;Outros;Indústria 4.0;Outras;B2B2C;Indusmart;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/infiniy_neurobusiness/;Escala;Pay-per-use;RH e Coaching;EdTech;B2B2C;INFINNITY NEUROBUSINESS SCHOOL;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://infoguardian.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;ITTech;B2B;Infoguardian;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://innovea.com.br/;Validação;Não Informado;RH e Coaching;HRTech;B2B2C;iNNOVEA HUB;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.instagram.com/inovaecriaa/;Crescimento;Outros;Educação e Ensino;EdTech;B2C;Inova & Cria;INOVABENTO
Metropolitana e Litoral Norte;Novo Hamburgo;https://inovapictor.co/;Crescimento;Assinatura;Jurídico;RegTech;B2B e B2C;INOVAPICTOR;TECNOVATES
Metropolitana e Litoral Norte;Ivoti;https://www.inplace-da.com/;Crescimento;SaaS;Hardware e Eletrônicos;EdTech;B2B e B2C;InPlace Design Automation;CEI UFRGS
Metropolitana e Litoral Norte;Cachoeirinha;https://institutoracionalidades.com.br/;Crescimento;SaaS;Educação e Ensino;EdTech;B2B e B2G;Instituto de Racionalidades;PLATAFORMA
Metropolitana e Litoral Norte;Viamão;https://instor.com.br/;Validação;Não Informado;Indústria 4.0;IndTech;B2B;Instor;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://int6tech.com/;Ideação;Não Informado;Indústria 4.0;IndTech;B2B;Int6 Tecnologia;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://www.ipay.net.br/;Crescimento;SaaS;Financeiro;FinTech;B2B2C;IPAY;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;https://iporto.com.br/;Validação;Não Informado;Software e Cloud;MarTech;B2C;iPORTO;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.somosiris.com/;Crescimento;SaaS;Marketing e Publicidade;Outras;B2B;Iris;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.isend.com.br/;Ideação;Não Informado;Marketing e Publicidade;MarTech;B2C;iSend;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.isobio.com.br/;Crescimento;Outros;Biotecnologia;BioTech;B2B;Isobio;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.MyPhoneMyMoney.com.br;Validação;Não Informado;Financeiro;FinTech;P2P;iWEb;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://iwill.app.br/web/login/perfil;Crescimento;SaaS;Educação e Ensino;EdTech;P2P;iWill;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.izicake.com.br;Validação;Assinatura;Alimentos e Bebidas;Foodtech;B2C;IZI CAKE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.izzaweb.com.br;Escala;SaaS;Comércio e Varejo;RetailTech;B2B e B2G;IZZA Compras Inteligentes;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://izzie-it.com/;Escala;SaaS;Software e Cloud;ITTech;B2B e B2C;IZZIETech;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;https://jamestip.com/;Validação;Não Informado;Software e Cloud;SupplyTech;B2B;James Tip;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://job4all.com.br/;Crescimento;Assinatura;RH e Coaching;HRTech;B2B;Job4ALL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://joulavanderia.com.br/;Validação;Assinatura;Serviços;CleanTech;B2C;Jou Lavanderia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/joyz_app/;Crescimento;Transação;Financeiro;Inovação Social;B2C;Joyz;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://officeadv.com.br/;Validação;Não Informado;Software e Cloud;LawTech;B2B;Judice Office;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://jusapi.com.br/;Validação;Assinatura;Software e Cloud;LawTech;B2C;JusAPI;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.justmiine.com/;Crescimento;Não Informado;Software e Cloud;HealthTech;B2C;Justmiine;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.klooks.com.br/;Não Informado;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;KLOOKS;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.kobe.io/;Ideação;SaaS;Software e Cloud;ITTech;B2B e B2C;KOBE;NÃO INFORMADO
Metropolitana e Litoral Norte;Guaíba;;Ideação;Outros;Negócios Sociais;Inovação Social;B2B2C;Kolevi Soluções;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://konecty.com/;Validação;Assinatura;Software e Cloud;ITTech;B2C;Konecty;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://ksiedge.com.br/;Validação;Transação;Agronegócio;AgTech;B2B;KSI do Brasil (KSi Edge);NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.kuri.ai/;Validação;SaaS;IA (Inteligência Artificial);HealthTech;B2B;Kuri Saúde;NÃO INFORMADO
